iata,icao,airport_id
KOP,VTUW,3936
SRG,WARS,3901
NAK,VTUQ,3935
DPS,WADD,3940
ATH,LGAV,3941
KKC,VTUK,3938
THS,VTPO,3939
UKB,RJBE,3943
LWS,KLWS,3945
PUW,KPUW,3944
NGO,RJGG,3942
ITH,KITH,3947
MRY,KMRY,3948
ELM,KELM,3946
SIQ,WIDS,3907
SBA,KSBA,3949
LPX,EVLA,3952
BTW,WAOC,3909
KUN,EYKA,3956
DAB,KDAB,3950
PLQ,EYPA,3958
RIX,EVRA,3953
SQQ,EYSA,3954
EVN,UDYZ,3964
,UDLS,3963
ASA,HHSB,3966
HLJ,EYSB,3955
LWN,UDSG,3965
PNV,EYPP,3960
ASM,HHAS,3967
TBS,UGTB,3973
GZA,LVGZ,3969
KUT,UGKO,3972
MSW,HHMS,3968
BUS,UGSB,3971
VNO,EYVI,3959
AXK,OYAT,3978
HOD,OYHD,3976
RIY,OYRN,3974
TAI,OYTZ,3975
ADE,OYAA,3977
SAH,OYSN,3980
AAY,OYGD,3979
,UDYE,3962
BHN,OYBN,3982
,EYKS,3957
EBL,ORER,3989
JRB,KJRB,3993
NAV,LTAZ,3987
FMM,EDJA,3986
HEW,LGAT,3991
TAG,RPVT,3994
JAV,BGJN,3995
JCH,BGCH,3996
DRW,YPDN,3999
JEG,BGAA,3997
URT,VTSB,4000
GZM,LMMG,4005
TKA,PATK,4004
FSD,KFSD,4009
GSO,KGSO,4008
AVL,KAVL,4007
HVN,KHVN,4006
PMI,LEPA,3998
AYQ,YAYE,4010
MHT,KMHT,4011
EMD,YEML,3990
EZE,SAEZ,3988
SCT,OYSQ,3984
RDN,WMPR,4013
,OYBA,3985
KIX,RJBB,3992
BZN,KBZN,4020
LEX,KLEX,4017
ABQ,KABQ,4019
BIL,KBIL,4021
TVC,KTVC,4023
RKD,KRKD,4026
BTM,KBTM,4022
BHB,KBHB,4025
FRS,MGTK,4024
EVV,KEVV,4018
JAC,KJAC,4027
SYX,ZJSY,4030
BMI,KBMI,4037
DME,UUDD,4029
RFD,KRFD,4028
LJG,ZPLJ,4033
MFN,NZMF,4031
SDF,KSDF,4014
AZO,KAZO,4039
GSP,KGSP,4034
ROA,KROA,4016
GPT,KGPT,4038
TOL,KTOL,4040
CID,KCID,4043
CHO,KCHO,4015
APF,KAPF,4012
LSE,KLSE,4044
DLU,ZPDL,4054
CMI,KCMI,4049
KGC,YKSC,4051
PIA,KPIA,4046
MZV,WBMU,4056
NBO,HKJK,4059
MHK,KMHK,4050
HVB,YHBA,4052
RST,KRST,4048
FKL,KFKL,4058
SEU,HTSN,4060
ATW,KATW,4047
CWA,KCWA,4045
SSH,HESH,4057
ARM,YARM,4062
FWA,KFWA,4041
FTE,SAWC,4061
,XS46,4066
MLI,KMLI,4072
DWH,KDWH,4065
DEC,KDEC,4042
GJT,KGJT,4063
SGU,KSGU,4064
VNY,KVNY,4071
XKH,VLXK,4081
,EKSS,4080
INU,ANYN,4076
OVB,UNNT,4078
HIR,AGGH,4074
PFN,KPFN,4073
SRQ,KSRQ,4067
BIS,KBIS,4083
BDA,TXKF,4069
HGN,VTCH,4086
STM,SBSN,4092
RAP,KRAP,4087
,ZLIC,4085
FNC,LPMA,4091
DVO,RPMD,4090
FNT,KFNT,4089
CLD,KCRQ,4088
YOA,CYOA,4094
NPE,NZNR,4095
LEV,NFNB,4096
KOS,VDSV,4093
EUG,KEUG,4099
RDD,KRDD,4098
KBZ,NZKI,4102
IDA,KIDA,4100
MFR,KMFR,4101
LXA,ZULS,4097
RDM,KRDM,4103
TEX,KTEX,4084
PCN,NZPN,4104
WDH,FYWH,4105
,CAQ3,4107
YWH,CYWH,4106
TNA,ZSJN,4108
YBP,ZUYB,4110
CZX,ZSCG,4109
HSV,KHSV,4113
TJM,USTR,4111
HAK,ZJHK,4120
CAK,KCAK,4112
PAH,KPAH,4117
JIB,HDAM,4119
TRI,KTRI,4116
FUN,NGFU,4077
MGM,KMGM,4115
PPT,NTAA,4075
PKB,KPKB,4114
FCA,KGPI,4127
MFA,HTMA,4121
PGA,KPGA,4124
BGM,KBGM,4129
LXG,VLLN,4142
UII,MHUT,4125
BGW,ORBI,4130
MBS,KMBS,4128
SDK,WBKS,4141
PSG,PAPG,4147
IQA,ORAA,4137
CRK,RPLC,4140
SHE,ZYTX,4144
ODY,VLOS,4143
LYA,ZHLY,4148
XUZ,ZSXZ,4149
DOY,ZSDY,4145
MWQ,VYMW,4151
BFV,VTUO,4133
XQC,ORBD,4139
TDX,VTBO,4135
TQD,ORAT,4138
KHM,VYKI,4152
NNT,VTCN,4131
ROI,VTUV,4132
VDH,VVDH,4154
DLI,VVDL,4153
TBB,VVTH,4158
BLH,KBLH,4136
PYY,VTCI,4159
VKG,VVRG,4155
CKY,GUCY,4162
FKB,EDSB,4166
MNI,TRPG,4146
CAH,VVCM,4156
NGX,VNMA,4174
BHP,VNBJ,4171
BWK,LDSB,4160
SFB,KSFB,4167
AAH,EDKA,4165
VCL,VVCA,4157
RUM,VNRT,4177
RUK,VNRK,4179
JUM,VNJL,4180
DNP,VNDG,4178
PPL,VNPL,4175
JMO,VNJS,4173
JST,KJST,4169
BJH,VNBG,4187
JIK,LGIK,4191
TMI,VNTR,4183
TPJ,VNTJ,4182
MWX,RKJB,4189
DHI,VNDH,4188
MLO,LGML,4193
RMF,HEMA,4197
JTY,LGPL,4190
PAS,LGPA,4195
USU,RPVV,4199
NRN,EDLV,4198
DOP,VNDP,4186
IMK,VNST,4185
LDN,VNLD,4172
SKH,VNSK,4184
LAO,RPLI,4202
OZC,RPMO,4204
BXU,RPME,4200
NOD,EDWS,4207
LGP,RPLP,4203
JUI,EDWJ,4208
BPS,SBPS,4209
QIG,SNIG,4213
CLV,SBCN,4215
CEB,RPVM,4206
PMW,SBPJ,4214
SGR,KSGR,4220
BKQ,YBCK,4217
BDB,YBUD,4218
,YHYN,4221
APA,KAPA,4222
GCN,KGCN,4219
IWS,KIWS,4226
CVN,KCVN,4223
LRU,KLRU,4228
LVS,KLVS,4225
,KLHX,4227
BKD,KBKD,4229
LAK,CYKD,4236
OZA,KOZA,4231
KDM,VRMT,4235
TAH,NVVW,4242
TPL,KTPL,4230
YWJ,CYWJ,4237
ZFN,CZFN,4238
YGH,CYGH,4239
LUA,VNLK,4170
NSI,FKYS,4161
JNX,LGNX,4194
DPL,RPMG,4201
MSO,KMSO,4216
FST,KFST,4224
JKL,LGKY,4192
SKN,ENSK,4252
YPC,CYPC,4244
SAB,TNCS,4249
CON,KCON,4268
KZS,LGKJ,4196
MFD,KMFD,4254
CSG,KCSG,4255
FLG,KFLG,4261
CGF,KCGF,4253
FNL,KFNL,4257
MVY,KMVY,4265
TWF,KTWF,4263
STC,KSTC,4271
EGE,KEGE,4250
TVL,KTVL,4262
SRZ,SLET,4247
GTR,KGTR,4273
BPE,ZBDH,4272
LAW,KLAW,4256
GON,KGON,4270
HYA,KHYA,4278
ERI,KERI,4276
GOJ,UWGG,4274
SPR,MZSP,4279
HQM,KHQM,4275
AVP,KAVP,4286
MGW,KMGW,4284
SDX,KSEZ,4280
CRW,KCRW,4285
THG,YTNG,4289
FAR,KFAR,4292
FGI,NSFI,4290
CJM,VTSE,4300
BJI,KBJI,4287
GCC,KGCC,4296
NZJ,KNZJ,4298
TOF,UNTT,4297
JZH,ZUJZ,4301
BNK,YBNA,4291
,LFFE,4303
AGT,SGES,4305
PHY,VTPB,4299
TCP,HETB,4313
AOI,LIPY,4309
GEO,SYCJ,4304
DNH,ZLDH,4308
OGL,SYGO,4306
SCE,KUNV,4318
SAW,LTFJ,4317
,BIBA,4321
SWA,ZGOW,4302
BME,YBRM,4319
MKC,KMKC,4293
NTL,YWLM,4320
HFT,ENHF,4325
TBJ,DTKA,4316
KAI,PKSA,4307
KLU,LOWK,4322
LYB,MWCL,4314
BJV,LTFE,4315
RBE,VDRK,4295
VDS,ENVD,4328
MEH,ENMH,4327
HVG,ENHV,4326
MEI,KMEI,4335
,SCHA,4312
UIK,UIBS,4333
MHD,OIMM,4331
SPI,KSPI,4336
IKA,OIIE,4330
CEZ,KCEZ,4338
HDN,KHDN,4339
GLD,KGLD,4343
COD,KCOD,4344
GUP,KGUP,4340
LBL,KLBL,4341
HOV,ENOV,4345
LAA,KLAA,4342
SGF,KSGF,4348
NVK,ENNK,4349
ISC,EGHE,4347
BVG,ENBV,4350
AAQ,URKA,4353
JLN,KJLN,4354
FBU,ENFB,4351
ABE,KABE,4355
KZO,UAOO,4358
NSK,UOOO,4352
SBN,KSBN,4359
GUW,UATG,4357
BKA,UUBB,4360
XNA,KXNA,4356
ARH,ULAA,4362
RTW,UWSS,4363
NOJ,USRO,4365
UCT,UUYH,4368
NUX,USMU,4364
USK,UUYS,4369
SCO,UATE,4367
PKV,ULOO,4372
NNM,ULAM,4371
KJA,UNKL,4374
PEX,UUYP,4370
KGF,UAKK,4375
KGP,USRK,4373
JON,PJON,4382
URJ,USHU,4377
,UNCC,4376
KIJ,RJSN,4381
CGQ,ZYCC,4380
SMD,KSMD,4383
ACV,KACV,4384
IWA,UUBI,4379
HHP,VHST,4390
OAJ,KOAJ,4386
TCL,KTCL,4387
ATD,AGAT,5404
DBQ,KDBQ,4388
AKS,AGGA,5405
FRE,AGGF,5407
BAS,AGGE,5406
IRA,AGGK,5409
MBU,AGGI,5408
MUA,AGGM,5411
MNY,AGGO,5413
SCZ,AGGL,5410
GZO,AGGN,5412
KGE,AGKG,5417
RUS,AGGU,5415
RNL,AGGR,5414
BUA,AYBK,5419
RBV,AGRM,5418
VAO,AGGV,5416
CMU,AYCH,5420
GUR,AYGN,5422
PNP,AYGR,5423
KRI,AYKK,5426
DAU,AYDU,5421
HKN,AYHK,5424
UNG,AYKI,5425
KMA,AYKM,5427
MDU,AYMN,5429
MAS,AYMO,5430
MXH,AYMR,5431
TBG,AYTB,5434
KVG,AYKV,5428
MIS,AYMS,5432
RAB,AYTK,5435
VAI,AYVN,5436
TIZ,AYTA,5433
JFR,BGFH,5440
CNP,BGCO,5439
LLU,BGAP,5438
JSU,BGMQ,5443
JGO,BGGN,5441
JJU,BGJH,5442
JNN,BGNN,5444
JUV,BGUK,5448
WBM,AYWD,5437
JNS,BGNS,5445
NAQ,BGQQ,5446
JQA,BGUQ,5449
JHS,BGSS,5447
THO,BITN,5452
GRY,BIGR,5450
VPN,BIVO,5453
YWS,CAE5,5456
YFX,CCK4,5459
YHA,CCP4,5460
YWM,CCA6,5458
YAA,CAJ4,5457
YRG,CCZ2,5461
SUR,CJV7,5464
WNN,CKL3,5466
KIF,CNM5,5469
YNO,CKQ3,5467
YLE,CEM3,5463
YCK,CEB3,5462
XBE,CNE3,5468
YAT,CYAT,5482
YKG,CYAS,5481
YOG,CNT3,5470
XKS,CYAQ,5480
,CYAX,5483
YCS,CYCS,5487
YRF,CYCA,5486
YBX,CYBX,5485
YER,CYER,5489
YAG,CYAG,5479
YFA,CYFA,5490
YGB,CYGB,5493
YFH,CYFH,5491
YDP,CYDP,5488
YGO,CYGO,5494
YGT,CYGT,5495
YGX,CYGX,5497
YKU,CSU2,5472
YHP,CPV7,5471
ZLT,CTU5,5474
YGZ,CYGZ,5498
YIK,CYIK,5504
YHR,CYHR,5503
YIV,CYIV,5505
CXH,CYHC,5500
YNS,CYHH,5501
AKV,CYKO,5506
YKQ,CYKQ,5507
YLC,CYLC,5509
,CYSG,5511
XGR,CYLU,5512
YPJ,CYLA,5508
YLH,CYLH,5510
YMH,CYMH,5513
YMT,CYMT,5514
YAX,CKB6,5465
YNC,CYNC,5516
YNL,CYNL,5518
YUD,CYMU,5515
YQC,CYHA,5499
YOH,CYOH,5519
YHO,CYHO,5502
ZTB,CTB6,5473
YNE,CYNE,5517
YRA,CYRA,5526
YPO,CYPO,5522
YRL,CYRL,5527
YPW,CYPW,5523
YPM,CYPM,5521
YQN,CYQN,5525
YSF,CYSF,5528
YBE,CYBE,5484
YQD,CYQD,5524
YPH,CYPH,5520
YSK,CYSK,5529
YTL,CYTL,5531
YZG,CYZG,5535
YXN,CYXN,5534
YST,CYST,5530
YWP,CYWP,5533
ZBF,CZBF,5538
ZAC,CZAC,5536
YVZ,CYVZ,5532
ILF,CZBD,5537
ZEM,CZEM,5539
ZFD,CZFD,5540
ZGI,CZGI,5541
YMN,CYFT,5492
ZKE,CZKE,5543
ZJN,CZJN,5542
MSA,CZMD,5544
ZSJ,CZSJ,5548
YGW,CYGW,5496
BLJ,DABT,5552
ZUM,CZUM,5550
CBH,DAOR,5553
BMW,DATM,5554
ZTM,CZTM,5549
ELU,DAUO,5555
KMS,DGSI,5556
HEI,EDXB,5558
HDF,EDAH,5557
HGL,EDXH,5559
NQT,EGBN,5561
SJY,EFSI,5560
CAL,EGEC,5563
EOI,EGED,5564
ZWL,CZWL,5551
ZMT,CZMT,5545
NDY,EGES,5569
DSA,EGCN,5562
NRL,EGEN,5566
PPW,EGEP,5567
ZRJ,CZRJ,5547
YAC,CYAC,5478
ZPB,CZPB,5546
FIE,EGEF,5565
WRY,EGEW,5571
SOY,EGER,5568
PZE,EGHK,5573
LEQ,EGHC,5572
LWK,EGET,5570
VLY,EGOV,5574
BRR,EGPR,5575
,EIWT,5578
OSY,ENNM,5581
LKN,ENLK,5580
CFN,EIDL,5577
RVK,ENRM,5583
SDN,ENSD,5585
MQN,ENRA,5582
CNL,EKSN,5579
RET,ENRS,5584
VAW,ENSS,5589
SOG,ENSG,5586
BZG,EPBY,5591
HFS,ESOH,5594
LCJ,EPLL,5592
OSD,ESNZ,5593
HMV,ESUT,5599
TYF,ESST,5596
KSD,ESOK,5595
AGH,ESTA,5597
SQO,ESUD,5598
VNT,EVVA,5602
AAM,FAMD,5605
MQP,FAKN,5604
MBD,FAMM,5606
SWX,FBSW,5609
QRA,FAGM,5603
ORP,FBOR,5608
GNZ,FBGZ,5607
TLD,FBTL,5610
CIP,FLCP,5612
,KSLI,5613
DIS,FCPL,5611
TVA,FMMR,5619
YVA,FMCN,5614
WAQ,FMMG,5615
BMD,FMML,5617
WTS,FMMX,5621
MXT,FMMO,5618
WTA,FMMU,5620
DWB,FMNO,5625
MJA,FMSJ,5629
,FMNJ,5624
WMP,FMNP,5626
CBT,FNCT,5630
,KTTS,5627
SVJ,ENSH,5587
MSZ,FNMO,5633
SOJ,ENSR,5588
WMA,FMNX,5628
LUD,FYLZ,5641
WPB,FMNG,5623
DUE,FNDU,5631
OMD,FYOG,5643
SWP,FYSM,5644
OND,FYOA,5642
TCH,FOOT,5636
VPY,FQCH,5637
MAT,FZAM,5647
SRH,FTTA,5639
ERS,FYWE,5645
NIO,FZBI,5649
BOA,FZAJ,5646
INO,FZBA,5648
VRY,ENVR,5590
KRZ,FZBT,5650
BSU,FZEN,5651
TSH,FZUK,5652
LJA,FZVA,5653
CMK,FWCM,5640
OUK,EGOU,5657
GMZ,GCGM,5659
PFR,FZVS,5654
KBS,GFBO,5663
WAM,FMMZ,5622
MJL,FOGM,5635
VPE,FNGI,5632
KEN,GFKE,5664
BTE,GFBN,5662
JVA,FMMK,5616
KOU,FOGK,5634
ESU,GMMI,5671
SMW,GMMA,5669
OXB,GGOV,5665
BCO,HABC,5676
EUN,GMML,5672
VIL,GMMH,5670
GOR,HAGR,5681
NDR,GMMW,5673
RAI,GVNP,5674
SFL,GVSF,5675
DSE,HADC,5678
MTF,HAMT,5683
TIE,HATP,5684
DEM,HADD,5679
GDE,HAGO,5680
ABK,HAKD,5682
ALU,HCMA,5685
AAC,HEAR,5690
BEI,HABE,5677
GLK,HCMR,5688
MGQ,HCMM,5687
BUO,HCMV,5689
BSA,HCMF,5686
ASV,HKAM,5692
MYD,HKML,5694
LKG,HKLK,5693
UYL,HSNN,5701
NYK,HKNY,5695
TOB,HLGN,5697
ATZ,HEAT,5691
ATB,HSAT,5700
SRX,HLGD,5696
MJI,HLLM,5698
LAQ,HLLQ,5699
BKZ,HTBU,5703
SHY,HTSY,5707
TKQ,HTKA,5704
MUZ,HTMU,5706
ABY,KABY,5715
PZU,HSPN,5702
LDI,HTLI,5705
AHN,KAHN,5716
RUA,HUAR,5709
ALO,KALO,5718
ULU,HUGU,5710
ALM,KALM,5717
DIU,VA1P,5711
ALW,KALW,5719
APN,KAPN,5720
BFD,KBFD,5722
BFF,KBFF,5723
CGI,KCGI,5728
ATY,KATY,5721
BKW,KBKW,5724
ABR,KABR,5714
BQK,KBQK,5725
DDC,KDDC,5733
CMX,KCMX,5732
CEC,KCEC,5727
CKB,KCKB,5730
BRL,KBRL,5726
CLM,KCLM,5731
EWB,KEWB,5737
HOT,KHOT,5741
TBO,HTTB,5708
CIU,KCIU,5729
JMS,KJMS,5745
EAU,KEAU,5735
LBE,KLBE,5747
HTS,KHTS,5742
LBF,KLBF,5748
GGW,KGGW,5739
LEB,KLEB,5749
MKG,KMKG,5754
LMT,KLMT,5750
LYH,KLYH,5753
GRI,KGRI,5740
EKO,KEKO,5736
LAR,KLAR,5746
LNS,KLNS,5751
KIO,Q51,5743
LWT,KLWT,5752
MLS,KMLS,5755
OTH,KOTH,5757
IRK,KIRK,5744
DUJ,KDUJ,5734
MSL,KMSL,5756
FAY,KFAY,5738
PIH,KPIH,5760
PLN,KPLN,5762
PIB,KPIB,5759
SHR,KSHR,5769
OWB,KOWB,5758
SBP,KSBP,5768
SLN,KSLN,5771
SLK,KSLK,5770
RHI,KRHI,5765
RDG,KRDG,5764
UIN,KUIN,5774
SMX,KSMX,5772
TUP,KTUP,5773
VCT,KVCT,5775
VLD,KVLD,5776
RKS,KRKS,5766
PSM,KPSM,5763
PIR,KPIR,5761
ECN,LCEN,5780
RJL,LELO,5781
RUT,KRUT,5767
WRL,KWRL,5777
ANE,LFJR,5783
AOT,LIMW,5791
JSY,LGSO,5787
PEV,LHPP,5788
,LHPR,5789
SOB,LHSM,5790
QSR,LIRI,5792
LTT,LFTZ,5786
ADF,LTCP,5800
SFQ,LTCH,5797
ILZ,LZZI,5806
KCM,LTCN,5798
AJI,LTCO,5799
ISE,LTFC,5801
EDO,LTFD,5802
CVU,LPCR,5793
MDS,MBMC,5808
BNX,LQBK,5794
GDT,MBGT,5807
AZS,MDCY,5810
SLX,MBSY,5809
AAZ,MGQZ,5813
UTK,03N,5814
PBR,MGPB,5812
MIJ,MLIP,5833
JBQ,MDJB,5811
PEU,MHPL,5832
CUA,MMDA,5835
CTD,MPCE,5838
AHS,MHAH,5831
KSY,LTCF,5796
GUB,MMGR,5836
CYW,MMCY,5834
JAL,MMJA,5837
USQ,LTBO,5795
ONX,MPEJ,5839
SZF,LTFH,5803
JQE,MPJE,5840
TTQ,MRAO,5842
PLP,MPLP,5841
PJM,MRPJ,5847
,MRSR,5849
BCL,MRBC,5843
YKM,KYKM,5779
SYQ,MRPV,5848
IDY,LFEY,5782
PBP,MRIA,5845
,MRCV,5844
,MUOC,5852
ATC,MYCA,5857
JEE,MTJE,5850
COX,MYAK,5856
PAX,MTPX,5851
TBI,MYCB,5858
TND,MUTD,5853
MOI,NCMR,5865
CRI,MYCI,5859
MGS,NCMG,5862
PID,MYPI,5860
AIU,NCAT,5861
ICI,NFCI,5867
PYE,NCPY,5866
LKB,NFNK,5873
MNF,NFMA,5870
PTF,NFFO,5868
KDV,NFKD,5869
MUK,NCMK,5864
NGI,NFNG,5872
LBS,NFNL,5874
MFJ,NFMO,5871
RTA,NFNR,5877
HPA,NFTL,5880
KXF,NFNO,5876
MHX,NCMH,5863
SVU,NFNS,5878
NTT,NFTP,5882
TVU,NFNM,5875
EUA,NFTE,5879
IUE,NIUE,5884
APK,NTGD,5888
VBV,NFVB,5883
FUT,NLWF,5885
MXS,NSMA,5887
NFO,NFTO,5881
AHE,NTHE,5889
UAP,NTMP,5891
UAH,NTMU,5892
AUQ,NTMN,5890
SLH,NVSC,5894
MTV,NVSA,5893
EAE,NVSE,5896
TOH,NVSD,5895
LOD,NVSG,5898
CCV,NVSF,5897
LNB,NVSM,5902
MWF,NVSN,5903
PBJ,NVSI,5900
LPM,NVSL,5901
NUS,NVSP,5905
SSR,NVSH,5899
LNE,NVSO,5904
ZGU,NVSQ,5906
SON,NVSS,5908
RCL,NVSR,5907
TGH,NVST,5909
ULB,NVSU,5910
DLY,NVVD,5916
FTA,NVVF,5917
ILP,NWWE,5921
AWD,NVVB,5915
FBD,OAFZ,5922
IPA,NVVI,5918
KHD,OICK,5927
WAE,OEWD,5926
,OEDW,5924
BMY,NWWC,5920
BXR,OIKM,5928
BJB,OIMN,5930
AFZ,OIMS,5931
VLS,NVSV,5911
SWJ,NVSX,5912
LRR,OISL,5934
TGJ,NWWA,5919
AJF,OESK,5925
SRY,OINZ,5933
AAN,OMAL,5937
RJN,OIKR,5929
BNP,OPBN,5938
DBA,OPDB,5941
OLJ,NVSZ,5913
NSH,OINN,5932
DEA,OPDG,5942
OMH,OITR,5936
JIW,OPJI,5944
HDD,OPKD,5945
ORW,OPOR,5947
PAJ,OPPC,5948
KDD,OPKH,5946
SYW,OPSN,5950
CJL,OPCH,5940
KDU,OPSD,5949
TUK,OPTU,5951
GXF,OYSY,5954
KAC,OSKL,5953
BHV,OPBW,5939
ISU,ORSU,5952
AUY,NVVA,5914
ADK,PADK,5959
HCR,PAHC,5962
SGY,PAGY,5961
GST,PAGS,5960
HNS,PAHN,5963
KLG,PALG,5964
MCG,PAMC,5965
OPU,AYBM,5982
MOU,PAMO,5966
WRG,PAWG,5969
ANI,PANI,5967
VAK,PAVA,5968
VMU,AYBA,5986
LUP,PHLU,5989
LZN,RCFG,5991
HCN,RCKW,5992
ENT,PKMA,5990
KUH,RJCK,5994
OKD,RJCO,5995
HSG,RJFS,5996
MFK,RCMT,5993
NKM,RJNA,5997
FKS,RJSF,5999
IWJ,RJOW,5998
KUV,RKJK,6003
MYE,RJTQ,6002
ONJ,RJSR,6000
SYO,RJSY,6001
MPK,RKJM,6004
WJU,RKNW,6005
HIN,RKPS,6007
DSK,OPDI,5943
YNY,RKNY,6006
SFS,RPLB,6009
CJJ,RKTU,6008
TDG,RPMW,6017
CYU,RPLO,6010
,RPMB,6011
TWT,RPMN,6014
ADU,OITL,5935
JOL,RPMJ,6013
CGM,RPMH,6012
TUG,RPUT,6021
SUG,RPMS,6016
BSO,RPUO,6019
SFE,RPUS,6020
WNP,RPUN,6018
CYP,RPVC,6023
ING,SAWA,6030
RXS,RPVR,6026
VRC,RPUV,6022
CRM,RPVF,6024
OES,SAVN,6029
TTG,SAST,6027
MBT,RPVJ,6025
GGS,SAWR,6031
LHS,SAVH,6028
SST,SAZL,6032
MII,SBML,6038
NEC,SAZO,6033
JDO,SBJU,6034
LEC,SBLE,6036
TOW,SBTD,6041
MEA,SBME,6037
VDC,SBQV,6039
RIA,SBSM,6040
SCY,SEST,6045
ESR,SCES,6042
ESM,SETN,6047
LOH,SETM,6046
PSY,SFAL,6048
SOD,SDCO,6044
CRC,SKGO,6049
NQU,SKNQ,6053
,SKGZ,6050
LPD,SKLP,6052
GYA,SLGY,6056
LQM,SKLG,6051
EYP,SKYP,6055
RIB,SLRI,6058
SRJ,SLSB,6060
PDA,SKPD,6054
PUR,SLPR,6057
REY,SLRY,6059
ORG,SMZO,6061
MVS,SNMU,6062
CJA,SPJR,6066
,SPBC,6065
SRA,SSZR,6069
,SUPE,6070
HUU,SPNC,6067
MYC,SVBS,6071
ZPC,SCPC,6043
BBQ,TAPH,6074
JPR,SWJI,6073
SFC,TFFC,6077
NZC,SPZA,6068
DSD,TFFA,6075
GBJ,TFFM,6078
BBR,TFFB,6076
VIJ,TUPW,6080
VIG,SVVG,6072
NEV,TKPN,6079
UKK,UASK,6086
KSN,UAUU,6088
DZN,UAKD,6085
UNI,TVSU,6082
PPK,UACP,6084
BQU,TVSB,6081
KOV,UACK,6083
NAJ,UBBN,6090
CKH,UESO,6093
KVD,UBBG,6089
IKS,UEST,6095
KXK,UHKK,6097
CYX,UESS,6094
NER,UELL,6091
UJE,UJAP,6100
PYJ,UERP,6092
OHO,UHOO,6099
MPW,UKCM,6101
VSG,UKCW,6102
DYR,UHMA,6098
KWG,UKDR,6104
OZH,UKDE,6103
AMV,ULDD,6112
HRK,UKHH,6105
IFO,UKLI,6106
NOZ,UNWW,6119
KSZ,ULKK,6113
CWC,UKLN,6107
GNA,UMMG,6115
PES,ULPB,6114
EIE,UNII,6117
MVQ,UMOO,6116
KYZ,UNKY,6118
HTG,UOHH,6120
IAA,UOII,6121
,URMG,6122
CSH,ULAS,6110
NAL,URMN,6123
OGZ,URMO,6124
ESL,URWI,6125
GLH,KGLH,6130
BLF,KBLF,6128
UDJ,UKLU,6109
WKK,5A8,6126
RWN,UKLR,6108
CEE,ULBC,6111
PSC,KPSC,6133
SLY,USDD,6137
KQA,KQA,6134
LPS,S31,6136
HMA,USHH,6138
NYA,USHN,6139
KVX,USKK,6142
IJK,USII,6141
OVS,USHS,6140
NYM,USMM,6143
KRO,USUU,6146
LBD,UTDL,6147
RAT,USNR,6144
NMA,UTKN,6150
AZN,UTKA,6148
NFG,USRN,6145
FEG,UTKF,6149
NCU,UTNN,6151
UGC,UTNU,6152
RYB,UUBK,6155
KSQ,UTSL,6153
EGO,UUOB,6156
URS,UUOK,6157
TMJ,UTST,6154
LPK,UUOL,6158
VKT,UUYW,6159
HBX,VAHB,6168
CSY,UWKS,6162
UUA,UWKB,6160
OSW,UWOR,6164
ULY,UWLW,6163
PEZ,UWPP,6165
BWO,UWSB,6167
BBM,VDBG,6171
SKX,UWPS,6166
JOK,UWKJ,6161
SHL,VEBI,6172
WRZ,VCCW,6170
GAU,VEGT,6173
BZL,VGBR,6176
DMU,VEMR,6174
TEZ,VETZ,6175
BHR,VNBP,6179
HOE,VLHS,6177
BDP,VNCG,6180
MEY,VNMG,6181
HAQ,VRMH,6184
GAN,VRMG,6183
KDO,VRMK,6185
BMV,VVBM,6187
MAQ,VTPM,6186
HPH,VVCI,6188
VCS,VVCS,6190
DIN,VVDB,6192
PXU,VVPK,6194
CXR,VVCR,6189
VCA,VVCT,6191
BMO,VYBM,6196
VII,VVVH,6195
LIW,VYLK,6199
TVY,VYDW,6197
KAW,VYKT,6198
SWQ,WADS,6203
MNU,VYMM,6200
BSX,VYPN,6201
PKK,VYPU,6202
TMC,WADT,6204
TJG,WAON,6210
BUI,WAJB,6205
SEH,WAJS,6206
TJS,WALG,6207
DTD,WALJ,6208
BEJ,WALK,6209
LUV,WAPL,6212
SMQ,WAOS,6211
BKM,WBGQ,6218
MKM,WBGK,6217
ARD,WATM,6213
KUD,WBKT,6222
ODN,WBGI,6216
LGL,WBGF,6215
LWY,WBGW,6219
KCT,VCCK,6169
TKG,WIAT,6223
TMG,WBKM,6221
BBN,WBGZ,6220
PKG,WMPA,6230
SQG,WIOS,6227
PDO,WIPQ,6228
PSU,WIOP,6226
LSW,WITM,6229
LBW,WRLB,6232
NNX,WRLF,6233
LPU,WRLP,6234
ALH,YABA,6235
GYL,YARG,6236
AUU,YAUR,6237
BVI,YBDV,6240
BCI,YBAR,6238
NTX,WION,6225
BDD,YBAU,6239
HLP,WIHH,6224
BHQ,YBHI,6241
GIC,YBOI,6246
HTI,YBHM,6242
BEU,YBIE,6243
BRK,YBKE,6244
BUC,YBKT,6245
BHS,YBTH,6249
KEP,VNNG,6182
OKY,YBOK,6247
BQL,YBOU,6248
BLT,YBTR,6250
CVQ,YCAR,6251
CPD,YCBP,6253
CAZ,YCBA,6252
UIH,VVPC,6193
OOM,YCOM,6261
CNC,YCCT,6254
CUQ,YCOE,6260
CED,YCDU,6256
CMA,YCMU,6258
CNB,YCNM,6259
NLF,YDNI,6263
DPO,YDPO,6264
DMD,YDMG,6262
ELC,YELD,6265
FLS,YFLI,6267
EPR,YESP,6266
GET,YGEL,6268
