iata,icao,airport_id
LYN,LFLY,1346
CEQ,LFMD,1349
,LFMI,1351
CCF,LFMK,1352
MRS,LFML,1353
EBU,LFMH,1350
RNE,LFLO,1338
GNB,LFLS,1340
XOG,LFMO,1355
,LFLE,1332
NCE,LFMN,1354
CTT,LFMQ,1357
NCY,LFLP,1339
PGF,LFMP,1356
MEN,LFNB,1364
MPL,LFMT,1359
,LFMZ,1363
AVN,LFMV,1361
,LFMY,1362
,LFOC,1368
BVA,LFOB,1367
,LFOD,1369
XCR,LFOK,1374
EVX,LFOE,1370
XAB,LFOI,1372
TUF,LFOT,1376
,LFPK,1383
URO,LFOP,1375
,LFPM,1384
,LFOZ,1379
TNF,LFPN,1385
LBG,LFPB,1380
ORY,LFPO,1386
POX,LFPT,1387
VIY,LFPV,1388
CSF,LFPC,1381
,LFQB,1390
,LFMS,1358
BZR,LFMU,1360
,LFOA,1366
,LFNH,1365
LVA,LFOV,1378
,LFQA,1389
,LFQE,1392
,LFQF,1393
,LFQC,1391
NVS,LFQG,1394
,LFQI,1395
HZB,LFQT,1400
LIL,LFQQ,1399
XME,LFQJ,1396
,LFQM,1397
BES,LFRB,1403
,LFQW,1402
DNR,LFRD,1405
LEH,LFOH,1371
LRT,LFRH,1409
LDV,LFRJ,1411
EDM,LFRI,1410
,LFRL,1413
CER,LFRC,1404
CFR,LFRK,1412
GFR,LFRF,1407
CDG,LFPG,1382
LME,LFRM,1414
DOL,LFRG,1408
UIP,LFRQ,1417
DIJ,LFSD,1425
LAI,LFRO,1416
BSL,LFSB,1423
MXN,LFRU,1420
,LFSC,1424
VNE,LFRV,1421
SNR,LFRZ,1422
MZM,LFSF,1426
EPL,LFSG,1427
,LFSI,1429
NTE,LFRS,1418
,LFSH,1428
CET,LFOU,1377
,LFSM,1430
LBY,LFRE,1406
RNS,LFRN,1415
,LFSO,1432
ENC,LFSN,1431
,LFSP,1433
RHE,LFSR,1434
,LFSX,1436
SXB,LFST,1435
TLN,LFTH,1438
FNI,LFTW,1439
,LFTF,1437
MQC,LFVM,1440
SBK,LFRT,1419
FSP,LFVP,1441
,LFXA,1442
AGQ,LGAG,1445
,LFYD,1443
AXD,LGAL,1446
,LGAX,1447
ORE,LFOJ,1373
HER,LGIR,1452
XCZ,LFQV,1401
EFL,LGKF,1455
VOL,LGBL,1448
CFU,LGKR,1460
KIT,LGKC,1454
KLX,LGKL,1456
AOK,LGKP,1459
KGS,LGKO,1458
JKH,LGHI,1450
PYR,LGAD,1444
,LGKM,1457
KVA,LGKV,1462
LRS,LGLE,1464
KSJ,LGKS,1461
IOA,LGIO,1451
,LFQP,1398
LRA,LGLR,1466
JMK,LGMK,1468
LXS,LGLM,1465
,LGEL,1449
MJT,LGMT,1469
,LGRD,1471
,LGMG,1467
GPA,LGRX,1473
KSO,LGKA,1453
PVK,LGPZ,1470
KZI,LGKZ,1463
RHO,LGRP,1472
SPJ,LGSP,1478
JSI,LGSK,1475
SMI,LGSM,1476
JSH,LGST,1480
CHQ,LGSA,1474
SKG,LGTS,1486
,LGTP,1485
ZTH,LGZA,1488
,LGTG,1483
DEB,LHDC,1490
BUD,LHBP,1489
,LGTL,1484
,LGTT,1487
,LHKE,1491
,LHOY,1493
CRV,LIBC,1500
,LHNY,1492
,LHSA,1496
LCC,LIBN,1504
BRI,LIBD,1501
,LHSN,1498
FOG,LIBF,1502
,LIBA,1499
TAR,LIBG,1503
PSR,LIBP,1505
,LGSV,1481
SKU,LGSY,1482
JTR,LGSR,1479
BDS,LIBR,1506
SUF,LICA,1508
,LIBV,1507
CTA,LICC,1509
PMO,LICJ,1512
LMP,LICD,1510
,LICP,1513
PNL,LICG,1511
AHO,LIEA,1517
REG,LICR,1514
TPS,LICT,1515
OLB,LIEO,1520
NSY,LICZ,1516
DCI,LIED,1518
CAG,LIEE,1519
BGY,LIME,1525
TTB,LIET,1521
,LIMA,1522
,LIMB,1523
TSF,LIPH,1539
BZO,LIPB,1536
,LIPC,1537
,LIMS,1532
CUF,LIMZ,1534
,LIPI,1540
PMF,LIMP,1531
BLQ,LIPE,1538
FRL,LIPK,1541
ALL,LIMG,1527
,LIPL,1542
,LIMN,1530
VBS,LIPO,1544
GOA,LIMJ,1528
VIC,LIPT,1548
LIN,LIML,1529
TRN,LIMF,1526
RMI,LIPR,1546
,LIPN,1543
AVB,LIPA,1535
MXP,LIMC,1524
TRS,LIPQ,1545
,LIPS,1547
QPA,LIPU,1549
VCE,LIPZ,1551
VRN,LIPX,1550
CIA,LIRA,1553
,LIRE,1554
EBA,LIRJ,1558
PSA,LIRP,1562
NAP,LIRN,1561
,LIRG,1556
,LIRV,1566
GRS,LIRS,1564
,LIRU,1565
,LJCE,1568
QLT,LIRL,1559
PEG,LIRZ,1567
,LJSG,1572
,LKCS,1573
,LKHK,1575
LJU,LJLJ,1569
,LKCV,1574
POW,LJPZ,1571
,LKHV,1576
,LKLN,1580
,LKKB,1577
MBX,LJMB,1570
UHE,LKKU,1578
KLV,LKKV,1579
,LKMH,1581
PED,LKPD,1584
OSR,LKMT,1582
,LKNA,1583
,LKPM,1585
BRQ,LKTB,1588
PRV,LKPO,1586
VOD,LKVO,1589
,LLHS,1597
ETH,LLET,1594
RPN,LLIB,1598
HFA,LLHA,1596
EIY,LLEY,1595
TLV,LLBG,1590
VDA,LLOV,1602
,LLMG,1599
,LIRM,1560
PRG,LKPR,1587
,LLEK,1592
FLR,LIRQ,1563
FCO,LIRF,1555
VTM,LLNV,1601
MTZ,LLMZ,1600
MLA,LMML,1606
,LLES,1593
,LOAN,1607
,LOLW,1608
GRZ,LOWG,1609
LNZ,LOWL,1611
,LOXZ,1615
SDV,LLSD,1605
SZG,LOWS,1612
MIP,LLRM,1604
VIE,LOWW,1613
BEV,LLBS,1591
SMA,LPAZ,1617
AVR,LPAR,1616
INN,LOWI,1610
BYJ,LPBJ,1619
BGZ,LPBR,1620
SAY,LIQS,1552
,LPCO,1621
BGC,LPBG,1618
,LPCV,1623
CAT,LPCS,1622
FLW,LPFL,1625
,LPEV,1624
GRW,LPGR,1627
HOR,LPHR,1628
QLR,LPMR,1630
TER,LPLA,1629
,LPOV,1632
,LLRD,1603
FAO,LPFR,1626
,LPMT,1631
PRM,LPPM,1635
PDL,LPPD,1633
OPO,LPPR,1636
PIX,LPPI,1634
LIS,LPPT,1638
PXO,LPPS,1637
,LPTN,1641
,LPST,1640
SJJ,LQSA,1646
SJZ,LPSJ,1639
VSE,LPVZ,1643
VRL,LPVR,1642
BCM,LRBC,1648
SCV,LRSV,1660
IAS,LRIA,1655
CRA,LRCV,1654
BAY,LRBM,1649
SBZ,LRSB,1658
OTP,LROP,1657
TCE,LRTC,1661
OMO,LQMO,1645
CSB,LRCS,1653
SUJ,LRSM,1659
OMR,LROD,1656
TGM,LRTM,1662
CND,LRCK,1651
TSR,LRTR,1663
,LSGK,1666
GVA,LSGG,1665
,LSGC,1664
SIR,LSGS,1667
,LSMF,1671
,LSMA,1668
EML,LSME,1670
,LSMD,1669
LUG,LSZA,1675
,LSMP,1673
ACH,LSZR,1679
SMV,LSZS,1680
ZHI,LSZG,1677
ANK,LTAD,1683
ZRH,LSZH,1678
,LTAB,1681
ADA,LTAF,1685
,LTAE,1684
,LSMM,1672
UAB,LTAG,1686
GZT,LTAJ,1689
AYT,LTAI,1688
AFY,LTAH,1687
,LTAK,1690
KYA,LTAN,1691
,LTAO,1692
BRN,LSZB,1676
VAS,LTAR,1694
,LTAV,1697
ISL,LTBA,1701
ASR,LTAU,1696
MLX,LTAT,1695
MZH,LTAP,1693
DNZ,LTAY,1699
ADB,LTBJ,1706
,LTBK,1707
TJK,LTAW,1698
ESK,LTBI,1705
BZI,LTBF,1702
BDM,LTBG,1703
,LTBP,1712
IGL,LTBL,1708
,LTBM,1709
DLM,LTBS,1715
EZS,LTCA,1721
BXN,LTBV,1718
,LTBX,1719
ERZ,LTCE,1724
TZX,LTCG,1726
,LTBT,1716
DIY,LTCC,1722
BBU,LRBS,1650
VAN,LTCI,1728
ERC,LTCD,1723
,LTFA,1732
,LTBN,1710
KIV,LUKK,1735
BAL,LTCJ,1729
,LTFB,1733
SXZ,LTCL,1731
KCO,LTBQ,1713
OHD,LWOH,1736
BEG,LYBE,1739
INI,LYNI,1740
GIB,LXGB,1738
ARW,LRAR,1647
SKP,LWSK,1737
PRN,BKPR,1742
TGD,LYPG,1741
TIV,LYTV,1743
,LYVR,1744
CLJ,LRCL,1652
KSC,LZKZ,1746
BTS,LZIB,1745
TAT,LZTT,1751
XSC,MBSC,1755
PZY,LZPP,1748
BZY,LUBL,1734
,LZMC,1747
PUJ,MDPC,1760
,MDAB,1756
CBJ,MDCR,1758
BRX,MDBH,1757
,LZTN,1750
POP,MDPP,1761
LRM,MDLR,1759
SDQ,MDSD,1762
SLD,LZSL,1749
,MDSI,1763
RER,MGRT,1769
,MGBN,1765
STI,MDST,1764
GUA,MGGT,1767
ESB,LTAC,1682
CBV,MGCB,1766
NCA,MBNC,1753
SAP,MHLM,1772
LCE,MHLC,1771
GSJ,MGSJ,1770
TEA,MHTE,1775
GJA,MHNJ,1773
RTB,MHRO,1774
TJI,MHTJ,1777
TGU,MHTG,1776
KIN,MKJP,1779
POT,MKKJ,1781
OCJ,MKBS,1778
PLS,MBPV,1754
MBJ,MKJS,1780
CVJ,MMCB,1787
KTP,MKTP,1782
NTR,MMAN,1784
ACA,MMAA,1783
AGU,MMAS,1785
CME,MMCE,1789
,MMCH,1791
CTM,MMCM,1793
HUX,MMBT,1786
NCG,MMCG,1790
ACN,MMCC,1788
CEN,MMCN,1794
CUL,MMCL,1792
CJS,MMCS,1796
CUU,MMCU,1797
CPE,MMCP,1795
GDL,MMGL,1804
DGO,MMDO,1801
CVM,MMCV,1798
CZM,MMCZ,1800
ESE,MMES,1803
ISJ,MMIM,1809
GYM,MMGM,1805
TPQ,MMEP,1802
HMO,MMHO,1807
TCN,MMHC,1806
CLQ,MMIA,1808
IZT,MMIT,1811
SLW,MMIO,1810
MEX,MMMX,1824
LZC,MMLC,1813
LOV,MMMV,1823
LTO,MMLT,1817
MID,MMMD,1819
MXL,MMML,1820
BJX,MMLO,1815
LAP,MMLP,1816
NOG,MMNG,1827
MTY,MMMY,1825
MZT,MMMZ,1826
MTT,MMMT,1822
OAX,MMOX,1829
NLD,MMNL,1828
MLM,MMMM,1821
,MMPC,1832
PDS,MMPG,1834
PAZ,MMPA,1830
PBC,MMPB,1831
PVR,MMPR,1836
PPE,MMPE,1833
UPN,MMPN,1835
PXM,MMPS,1837
REX,MMRX,1839
MAM,MMMA,1818
LMM,MMLM,1814
QRO,MMQT,1838
SLP,MMSP,1842
SFH,MMSF,1841
SJD,MMSD,1840
CUN,MMUN,1852
VSA,MMVA,1853
TSL,MMTN,1849
TGZ,MMTG,1846
VER,MMVR,1854
TLC,MMTO,1850
TIJ,MMTJ,1847
ZCL,MMZC,1855
TAM,MMTM,1848
TAP,MMTP,1851
ZMM,MMZM,1857
BEF,MNBL,1860
,MMTB,1844
ZLO,MMZO,1858
PUZ,MNPC,1864
MGA,MNMG,1863
,MMZP,1859
BOC,MPBO,1865
CHX,MPCH,1866
,MMTA,1843
ZIH,MMZH,1856
OTR,MRCC,1874
LSL,MRLC,1882
GLF,MRGF,1879
NOB,MRNS,1884
,MNLN,1862
LIO,MRLM,1883
SJO,MROC,1885
LIR,MRLB,1881
DAV,MPDA,1867
PMZ,MRPM,1887
,MRPD,1886
SYP,MPSA,1870
GPL,MRGP,1880
TRC,MMTC,1845
XQP,MRQP,1889
,MRSG,1890
SAL,MSLP,1892
JAP,MRCH,1875
BLB,MPHO,1868
PAC,MPMG,1869
TOO,MRSV,1891
,MSSS,1893
PAP,MTPP,1897
CYA,MTCA,1894
CAP,MTCH,1895
PTY,MPTO,1871
BAI,MRBA,1872
BCA,MUBA,1898
CCC,MUCC,1901
BYM,MUBY,1899
CYO,MUCL,1903
AVI,MUCA,1900
CFG,MUCF,1902
CMW,MUCM,1904
,MUFL,1906
HOG,MUHG,1910
LCL,MULM,1911
MOA,MUMO,1912
GAO,MUGT,1908
NBW,MUGM,1907
SCU,MUCU,1905
HAV,MUHA,1909
MZO,MUMZ,1913
UPB,MUPB,1915
,MUSL,1919
QPD,MUPR,1916
VRA,MUVR,1923
,MUSA,1917
MHH,MYAM,1930
VTU,MUVT,1924
CYB,MWCB,1925
SNU,MUSC,1918
GCM,MWCR,1926
GER,MUNG,1914
,MRFI,1878
MAY,MYAB,1927
GHC,MYBG,1936
CCZ,MYBC,1935
TCB,MYAT,1934
,MYEG,1942
ASD,MYAF,1928
SZJ,MUSN,1920
AXP,MYAP,1932
ELH,MYEH,1943
GGT,MYEF,1941
,MNBR,1861
TYM,MYES,1947
GHB,MYEM,1944
LGI,MYLD,1950
NMC,MYEN,1945
RSD,MYER,1946
NAS,MYNN,1953
DCT,MYRD,1954
IGA,MYIG,1949
MYG,MYMM,1952
RCY,MYRP,1955
BZE,MZBZ,1957
SML,MYLS,1951
RAR,NCRG,1959
AIT,NCAI,1958
SUV,NFNA,1961
,MREC,1877
NAN,NFFN,1960
ZSA,MYSM,1956
JAK,MTJA,1896
SAQ,MYAN,1931
,MYAS,1933
AAA,NTGA,1973
USS,MUSS,1921
TRW,NGTA,1965
VAV,NFTV,1964
TIH,NTGC,1975
RUR,NTAR,1971
BIM,MYBS,1937
PPG,NSTU,1970
PKP,NTGP,1982
GMR,NTGJ,1979
FAV,NTGF,1977
TUB,NTAT,1972
KKR,NTGK,1980
MKP,NTGM,1981
AXR,NTGU,1984
FGU,NTGB,1974
APW,NSFA,1969
TKP,NTGT,1983
MVT,NTGV,1985
TKX,NTKR,1986
WLS,NLWW,1968
TBF,NGTE,1966
TBU,NFTF,1963
MOZ,NTTM,1992
NHV,NTMD,1987
BOB,NTTB,1989
VLI,NVVV,1997
HOI,NTTO,1993
RGI,NTTG,1990
HUH,NTTH,1991
LIF,NWWL,2000
KNQ,NWWD,1998
MAU,NTTP,1994
RFP,NTTR,1995
MEE,NWWR,2002
KOC,NWWK,1999
GEA,NWWM,2001
UVE,NWWV,2004
NOU,NWWW,2005
XMH,NTGI,1978
TUO,NZAP,2007
TOU,NWWU,2003
CHT,NZCI,2010
CHC,NZCH,2009
AKL,NZAA,2006
AMZ,NZAR,2008
REA,NTGE,1976
GTN,NZGT,2013
DUD,NZDN,2011
HKK,NZHK,2014
,NZHS,2016
GIS,NZGS,2012
KAT,NZKT,2018
HLZ,NZHN,2015
KKE,NZKK,2017
ALR,NZLX,2019
MON,NZMC,2020
TEU,NZMO,2021
MRO,NZMS,2022
NSN,NZNS,2024
OAM,NZOU,2027
IVC,NZNV,2025
NPL,NZNP,2023
OHA,NZOH,2026
PMR,NZPM,2028
ROT,NZRO,2031
ZQN,NZQN,2030
PPQ,NZPP,2029
FPO,MYGF,1948
,NZSP,2033
,NZRU,2032
BHE,NZWB,2037
TRG,NZTG,2034
TIU,NZTU,2035
TWZ,NZUK,2036
WKA,NZWF,2039
WHK,NZWK,2041
,NZWG,2040
,NZWD,2038
WIR,NZWO,2043
,NZWP,2044
WSZ,NZWS,2046
WRE,NZWR,2045
WAG,NZWU,2047
WLG,NZWN,2042
KBL,OAKB,2050
MZR,OAMS,2053
HEA,OAHR,2048
JAA,OAJL,2049
KDH,OAKN,2051
UND,OAUZ,2056
MMZ,OAMN,2052
OAH,OASD,2054
,OASG,2055
,OBBS,2058
AHB,OEAB,2059
BAH,OBBI,2057
HOF,OEAH,2060
BHH,OEBH,2062
DHA,OEDR,2065
,OEBQ,2063
ABT,OEBA,2061
ELQ,OEGS,2067
DMM,OEDF,2064
GIZ,OEGN,2066
HAS,OEHL,2069
QJB,OEJB,2070
URY,OEGT,2068
KMC,OEKK,2073
MED,OEMA,2074
,OEPF,2078
,OEJF,2071
JED,OEJN,2072
AQI,OEPA,2076
,OEPC,2077
,OEPJ,2079
,OERM,2083
RUH,OERK,2082
EAM,OENG,2075
,OERB,2080
RAH,OERF,2081
SHW,OESH,2086
RAE,OERR,2084
SLF,OESL,2088
,OETH,2091
,OERT,2085
TUU,OETB,2089
,OETN,2092
YNB,OEYN,2096
EJH,OEWJ,2095
TUI,OETR,2093
TIF,OETF,2090
DEF,OIAD,2098
ABD,OIAA,2097
AKW,OIAG,2099
BUZ,OIBB,2106
SXI,OIBS,2112
,OIBI,2108
,OIBH,2107
KIH,OIBK,2109
LVP,OIBV,2113
KSH,OICC,2114
IFH,OIFE,2118
,OIFH,2119
BDH,OIBL,2110
,OIIA,2126
,OIID,2128
OMI,OIAJ,2102
,OIIC,2127
AEU,OIBA,2105
RAS,OIGG,2123
MRX,OIAM,2103
KKS,OIFK,2120
KHK,OIBQ,2111
AJK,OIHR,2125
IFN,OIFM,2121
,OIIG,2130
SDG,OICS,2117
,OIIM,2133
GCH,OIAH,2100
THR,OIII,2131
BND,OIKB,2134
JYR,OIKJ,2135
GZW,OIIK,2132
HDR,OIKP,2138
SYJ,OIKY,2141
,OIKQ,2139
XBJ,OIMB,2142
CKT,OIMC,2143
FAZ,OISF,2153
TCX,OIMT,2147
LFM,OISR,2156
RUD,OIMJ,2144
RZR,OINR,2151
KLM,OINE,2148
TBZ,OITT,2162
AZD,OIYY,2164
JAR,OISJ,2154
ZAH,OIZH,2167
IHR,OIZI,2168
ZBR,OIZC,2166
ADJ,OJAM,2171
AMM,OJAI,2170
,OJJR,2174
,OIZS,2169
,OJHF,2173
AQJ,OJAQ,2172
OMF,OJMF,2175
KWI,OKBK,2176
BEY,OLBA,2177
AUH,OMAA,2179
KYE,OLKA,2178
DHF,OMAM,2184
,OMAJ,2182
AWZ,OIAW,2104
,OMAZ,2187
KHY,OITK,2158
,OMAS,2186
,OMAH,2181
RKT,OMRK,2190
FJR,OMFJ,2189
,OMAR,2185
SHJ,OMSJ,2191
,OIAI,2101
KHS,OOKB,2192
DXB,OMDB,2188
SLL,OOSA,2195
MCT,OOMS,2194
TTH,OOTH,2196
AZI,OMAD,2180
GWD,OPGD,2203
LYP,OPFA,2202
BHW,OPBG,2197
MSH,OOMA,2193
,OIFP,2122
KHI,OPKC,2206
GIL,OPGT,2204
JAG,OPJA,2205
KER,OIKK,2136
SYZ,OISS,2157
ACZ,OIZB,2165
JWN,OITZ,2163
,OPLH,2208
MUX,OPMT,2214
LHE,OPLA,2207
,OPMR,2213
WNS,OPNH,2215
PJG,OPPG,2217
XJM,OPMA,2209
,OPRN,2223
PSI,OPPI,2218
,OPQS,2220
UET,OPQT,2221
MWD,OPMI,2211
,OPOK,2216
RYK,OPRK,2222
,OPRS,2224
SKZ,OPSK,2227
RAZ,OPRT,2225
SUL,OPSU,2229
SDT,OPSS,2228
BSR,ORMM,2234
BDN,OPTH,2230
WAF,OPWN,2232
ALP,OSAP,2235
MFG,OPMF,2210
PZH,OPZB,2233
MJD,OPMJ,2212
DEZ,OSDZ,2237
DAM,OSDI,2236
PEW,OPPS,2219
PMS,OSPR,2240
DIA,OTBD,2241
LTK,OSLK,2239
CIS,PCIS,2242
GUM,PGUM,2246
SPN,PGSN,2244
ROP,PGRO,2243
,PKRO,2250
UAM,PGUA,2245
MAJ,PKMJ,2249
KWA,PKWA,2251
TIQ,PGWT,2247
CXI,PLCH,2252
KHH,RCKH,2264
YAP,PTYA,2258
KNH,RCBS,2259
,RCDI,2261
KYD,RCLY,2267
TTT,RCFN,2262
TNN,RCNN,2270
HSZ,RCPO,2271
CYI,RCKU,2265
RMQ,RCMQ,2268
PIF,RCSQ,2274
MZG,RCQC,2272
,RCQS,2273
TPE,RCTP,2276
HUN,RCYU,2278
TSA,RCSS,2275
MMJ,RJAF,2280
WOT,RCWA,2277
KSA,PTSA,2257
PNI,PTPN,2255
ROR,PTRO,2256
MDY,PMDY,2253
TKK,PTKK,2254
NRT,RJAA,2279
GNI,RCGI,2263
IBR,RJAH,2281
IWO,RJAW,2283
MUS,RJAM,2282
,RCDC,2260
,RJBK,2285
OBO,RJCB,2286
SHM,RJBD,2284
HKD,RJCH,2288
CTS,RJCC,2287
MMB,RJCM,2290
,RJCJ,2289
SHB,RJCN,2291
WKJ,RJCW,2294
,RJCT,2293
IKI,RJDB,2295
TSJ,RJDT,2297
MBE,RJEB,2298
AKJ,RJEC,2299
RIS,RJER,2301
OIR,RJEO,2300
KUM,RJFC,2303
UBJ,RJDC,2296
,RJFA,2302
FUJ,RJFE,2304
FUK,RJFF,2305
,RJFN,2309
KMI,RJFM,2308
KOJ,RJFK,2307
KKJ,RJFR,2311
TNE,RJFG,2306
OIT,RJFO,2310
KMJ,RJFT,2312
,RJFY,2314
,RJFZ,2315
HIJ,RJOA,2326
TOY,RJNT,2324
,RJOF,2329
OKJ,RJOB,2327
OKI,RJNO,2323
IZO,RJOC,2328
FKJ,RJNF,2319
,RJNY,2325
KCZ,RJOK,2332
MYJ,RJOM,2333
,RJNH,2321
YGJ,RJOH,2330
TKS,RJOS,2336
ITM,RJOO,2334
,RJOY,2338
TAK,RJOT,2337
GAJ,RJSC,2341
AOJ,RJSA,2340
TTJ,RJOR,2335
SDS,RJSD,2342
,RJOZ,2339
ASJ,RJKA,2316
HNA,RJSI,2344
QGU,RJNG,2320
KMQ,RJNK,2322
OKE,RJKB,2317
MSJ,RJSM,2346
TKN,RJKN,2318
AXT,RJSK,2345
,RJST,2348
NJA,RJTA,2350
SDJ,RJSS,2347
HAC,RJTH,2352
HHE,RJSH,2343
,RJTJ,2353
,RJTK,2354
,RJTE,2351
,RJTL,2355
HND,RJTT,2359
,RJTR,2358
OIM,RJTO,2356
RSU,RKJY,2365
OKO,RJTY,2360
CHN,RKJU,2364
CHF,RKPE,2371
KAG,RKNN,2367
NGS,RJFU,2313
KWJ,RKJJ,2361
PUS,RKPK,2372
OSN,RKSO,2377
CJU,RKPC,2370
SSN,RKSM,2376
SWU,RKSW,2379
DNA,RODN,2386
YEC,RKTY,2383
OKA,ROAH,2384
,RODE,2385
TAE,RKTN,2381
ISG,ROIG,2387
KPO,RKTH,2380
MMD,ROMD,2389
UEO,ROKJ,2388
RNJ,RORY,2394
GMP,RKSS,2378
KTD,RORK,2391
USN,RKPU,2374
SHI,RORS,2392
TRA,RORT,2393
MMY,ROMY,2390
OGN,ROYN,2396
,ROTM,2395
,RKND,2366
GES,RPMR,2402
MNL,RPLL,2397
,RKSG,2375
ZAM,RPMZ,2404
CBO,RPMC,2399
PAG,RPMP,2401
BAG,RPUB,2405
,RPUF,2407
,RPUG,2408
DTE,RPUD,2406
MBO,RPUM,2411
,RPML,2400
,RPUQ,2414
,RPUL,2410
BCD,RPVB,2423
BQA,RPUR,2415
SJI,RPUH,2409
EUQ,RPVS,2435
KLO,RPVK,2430
PRA,SAAP,2439
GHU,SAAG,2437
JNI,SAAJ,2438
PPS,RPVP,2433
AEP,SABE,2442
ILO,RPVI,2429
,SADM,2448
,SACT,2444
,SADJ,2446
LPG,SADL,2447
DGT,RPVD,2425
FDO,SADF,2445
GNR,SAHR,2451
HOS,SAHC,2450
MDZ,SAME,2452
ROS,SAAR,2440
LGS,SAMM,2453
CTC,SANC,2455
,SANO,2459
,RPVG,2428
COR,SACO,2443
,SANI,2457
UAQ,SANU,2461
IRJ,SANL,2458
,SAOL,2464
RCU,SAOC,2462
TUC,SANT,2460
VDR,SAOD,2463
AFA,SAMR,2454
LUQ,SAOU,2467
,SAOM,2465
VME,SAOR,2466
COC,SAAC,2436
CNQ,SARC,2468
,RPUZ,2421
IGR,SARI,2471
SFN,SAAV,2441
PRQ,SARS,2475
FMA,SARF,2470
MCS,SARM,2473
PSS,SARP,2474
SLA,SASA,2476
JUJ,SASJ,2477
ORA,SASO,2478
,SASQ,2479
,SATO,2483
ELO,SATD,2481
RCQ,SATR,2484
OYA,SATG,2482
EHL,SAVB,2486
EQS,SAVE,2488
,SAWB,2493
CRD,SAVC,2487
RES,SARE,2469
SDE,SANE,2456
TAC,RPVA,2422
MPH,RPVE,2426
REL,SAVT,2490
AOL,SARL,2472
UZU,SATU,2485
PMY,SAVY,2492
VDM,SAVV,2491
PUD,SAWD,2494
RGL,SAWG,2496
EPA,SADP,2449
RGA,SAWE,2495
PMQ,SAWP,2499
BHI,SAZB,2501
RZA,SAWU,2500
ULA,SAWJ,2498
VLG,SAZV,2515
TDL,SAZT,2514
USH,SAWH,2497
OYO,SAZH,2505
OVR,SAZF,2503
CSZ,SAZC,2502
MDQ,SAZM,2508
PEH,SAZP,2511
BRC,SAZS,2513
GPO,SAZG,2504
NQN,SAZN,2509
RSA,SAZR,2512
CUT,SAZW,2516
,SAZI,2506
CDJ,SBAA,2518
BGX,SBBG,2527
CPC,SAZY,2517
,SBAF,2519
,SBAM,2520
AQA,SBAQ,2521
ARU,SBAU,2525
AJU,SBAR,2522
BEL,SBBE,2526
AFL,SBAT,2524
BFH,SBBI,2529
BPG,SBBW,2534
PLU,SBBH,2528
BSB,SBBR,2531
CNF,SBCF,2537
BVB,SBBV,2533
CAC,SBCA,2535
,SBCC,2536
BAU,SBBU,2532
CGR,SBCG,2538
XAP,SBCH,2539
CLN,SBCI,2540
CCM,SBCM,2541
,SBCO,2542
,SBBQ,2530
CMG,SBCR,2544
CAW,SBCP,2543
CWB,SBCT,2545
CRQ,SBCV,2546
CXJ,SBCX,2547
,SBES,2553
PPB,SBDN,2550
FOR,SBFZ,2559
,SBFU,2558
GJM,SBGM,2561
,SBGP,2563
FEN,SBFN,2556
GYN,SBGO,2562
GUJ,SBGW,2565
GRU,SBGR,2564
IOS,SBIL,2569
ITB,SBIH,2568
IPN,SBIP,2570
ATM,SBHT,2566
IMP,SBIZ,2572
,SBJC,2573
GIG,SBGL,2560
JOI,SBJV,2576
ITA,SBIC,2567
ITR,SBIT,2571
IGU,SBFI,2554
CGB,SBCY,2548
CPV,SBKG,2577
JDF,SBJF,2574
JPA,SBJP,2575
FLN,SBFL,2555
MAO,SBEG,2551
LAJ,SBLJ,2579
MEU,SBMD,2585
MGF,SBMG,2586
LAZ,SBLP,2582
VCP,SBKP,2578
MOC,SBMK,2587
CZS,SBCZ,2549
MCZ,SBMO,2590
PLL,SBMN,2589
LIP,SBLN,2580
MCP,SBMQ,2591
,SBMT,2593
MVF,SBMS,2592
MNX,SBMY,2594
NVT,SBNF,2595
POA,SBPA,2599
OYK,SBOI,2598
NAT,SBSG,2597
PHB,SBPB,2600
POO,SBPC,2601
GEL,SBNM,2596
JCR,SBEK,2552
PFB,SBPF,2602
,SBLS,2583
PNZ,SBPL,2604
PET,SBPK,2603
PNB,SBPN,2605
PVH,SBPV,2607
MAB,SBMA,2584
SDU,SBRJ,2612
LDB,SBLO,2581
SJK,SBSJ,2615
SNZ,SBSC,2614
RBR,SBRB,2609
PMG,SBPP,2606
SSZ,SBST,2620
SLZ,SBSL,2616
CGH,SBSP,2618
SJP,SBSR,2619
SSA,SBSV,2621
TMT,SBTB,2622
TFF,SBTF,2624
THE,SBTE,2623
RAO,SBRP,2613
TBT,SBTT,2628
TRQ,SBTK,2625
TEC,SBTL,2626
PAV,SBUF,2631
TUR,SBTU,2629
SJL,SBUA,2630
URG,SBUG,2632
,SBTS,2627
VAG,SBVG,2636
UDI,SBUL,2633
BVH,SBVH,2637
QPS,SBYS,2640
UBA,SBUR,2635
BBA,SCBA,2642
,SBYA,2639
VIX,SBVT,2638
ARI,SCAR,2641
CJC,SCCF,2645
CCH,SCCC,2644
GXQ,SCCY,2648
PUQ,SCCI,2647
REC,SBRF,2610
YAI,SCCH,2646
WPR,SCFM,2652
LSQ,SCGE,2654
SCL,SCEL,2650
IQQ,SCDA,2649
VLR,SCLL,2659
IPC,SCIP,2657
ANF,SCFA,2651
FFU,SCFT,2653
CCP,SCIE,2656
WPU,SCGZ,2655
ZOS,SCJO,2658
,SCTB,2663
